name,artist,album,release_date,spotify_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Wretches And Kings,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,0vRgzWez6fnm5sUtSHc7tu,38,0.00931,0.595,250587,0.961,1.2e-06,4,0.803,-4.342,0,0.153,90.011,0.588
"Wisdom, Justice, And Love",Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,7Gbjei1p56xPpZ5DOcobdM,34,0.981,0.37,98773,0.796,0.647,9,0.43,-13.52,0,0.43,88.671,0.0459
Iridescent,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,0ZBkcdylzhCQeomLIN4byJ,45,0.198,0.484,296560,0.727,0.00204,0,0.107,-6.107,1,0.0358,120.066,0.216
Fallout,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,5oalZAqETYfixh9TIbWeIQ,34,0.861,0.108,83053,0.151,0.464,7,0.111,-19.382,1,0.0388,168.514,0.0333
The Catalyst,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,1lpmizSjiSELgfpiV4Hrl4,45,0.0372,0.56,339853,0.925,0,0,0.104,-5.48,1,0.0362,135.009,0.178
The Messenger,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,0ee40G4B8b2qjY0mWWc6ss,44,0.72,0.527,181893,0.209,0,7,0.116,-12.113,1,0.0283,62.663,0.362
New Divide - Live In Madrid,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,2CtNB8Fg3FB9IeT2aUSdR2,36,8.8e-05,0.51,275653,0.938,0,5,0.22,-3.02,0,0.0466,117.998,0.297
Waiting For The End - Live In Madrid,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,6Kj5dYOis2XgxWsQ5ZosFh,33,0.000333,0.228,244813,0.942,5.33e-06,6,0.991,-4.992,0,0.153,85.016,0.374
Breaking The Habit - Live In Madrid,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,2Guic2ezvzJ08yfYMJqWoY,34,0.136,0.448,240760,0.915,0,4,0.253,-3.542,0,0.0587,99.969,0.316
The Catalyst - Live In Madrid,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,6apD1rHFvgzkfxfBS6emfT,32,0.00459,0.512,357440,0.949,0,0,0.23,-3.883,1,0.0444,134.935,0.0645
In The End - Live In Madrid,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,6sACZeHkMxXrKp2LHkZEsa,32,0.00205,0.245,228027,0.949,0,6,0.981,-3.68,1,0.0917,104.976,0.362
What I've Done - Live In Madrid,Linkin Park,A Thousand Suns (Bonus Version),2010-09-13,6WAQvn0ALoF0s1q9HHfQ0z,32,0.00146,0.562,212507,0.924,0,5,0.39,-3.288,1,0.0331,120.046,0.34
The Requiem,Linkin Park,A Thousand Suns,2010-09-10,0zraM3kiqKEEiTNyBVnlHt,42,0.838,0.37,121120,0.55,0.264,11,0.674,-11.393,0,0.304,170.097,0.031
The Radiance,Linkin Park,A Thousand Suns,2010-09-10,2cJUZUddCR3gZdBoo4buym,40,0.573,0.348,57800,0.925,0.000363,6,0.363,-10.886,0,0.546,87.71,0.0381
Burning In The Skies,Linkin Park,A Thousand Suns,2010-09-10,5dhnFKVNR2x9BYqQ6FPpQh,51,0.0417,0.607,253160,0.891,0.00521,9,0.314,-4.56,0,0.0387,120.012,0.462
Empty Spaces,Linkin Park,A Thousand Suns,2010-09-10,1dxoNIDuvj8c7sWdHt39W4,0,0.0174,0.333,18333,0.78,0.9,6,0.878,-16.711,0,0.0701,80.293,0.038
When They Come For Me,Linkin Park,A Thousand Suns,2010-09-10,1uaIJkuGvwSu7qWHOwCYbV,49,0.00306,0.547,293453,0.936,0.27,1,0.278,-4.232,1,0.049,91.997,0.445
Robot Boy,Linkin Park,A Thousand Suns,2010-09-10,0YSsNYXDK9ZQaSNEpx9VW4,46,0.0153,0.58,268987,0.784,0.00912,7,0.142,-5.739,1,0.0289,129.993,0.214
Jornada Del Muerto,Linkin Park,A Thousand Suns,2010-09-10,7vIDRSAh5QN20sd7VpzsRq,41,0.367,0.336,94907,0.854,0.81,9,0.362,-9.195,0,0.125,120.095,0.111
Waiting For The End,Linkin Park,A Thousand Suns,2010-09-10,5JHNg1hxZFT7TDEphhM4wj,63,0.0415,0.487,231680,0.961,1.15e-06,4,0.553,-4.139,1,0.132,170.005,0.323
Blackout,Linkin Park,A Thousand Suns,2010-09-10,7N2zw7Yp5XLbDV1twQrFe7,49,0.194,0.543,279453,0.923,0.00446,9,0.43,-3.992,1,0.0768,134.997,0.366
Wretches And Kings,Linkin Park,A Thousand Suns,2010-09-10,5U4RjLvUsjYaKu1dKWzSsP,47,0.00931,0.595,250587,0.961,1.2e-06,4,0.803,-4.342,0,0.153,90.011,0.588
"Wisdom, Justice, And Love",Linkin Park,A Thousand Suns,2010-09-10,49vJBI1FecKnhZq5Ga62j5,42,0.981,0.37,98773,0.796,0.647,9,0.43,-13.52,0,0.43,88.671,0.0459
Iridescent,Linkin Park,A Thousand Suns,2010-09-10,69ZEgPX0hxWXJIqkTlYz41,62,0.198,0.484,296560,0.727,0.00204,0,0.107,-6.107,1,0.0358,120.066,0.216
Fallout,Linkin Park,A Thousand Suns,2010-09-10,5Phqm7iMAdEQ3wxhqas3Nj,41,0.861,0.108,83053,0.151,0.464,7,0.111,-19.382,1,0.0388,168.514,0.0333
The Catalyst,Linkin Park,A Thousand Suns,2010-09-10,5bvgRxco3jgSZ3SP8rueDA,62,0.0372,0.56,339853,0.925,0,0,0.104,-5.48,1,0.0362,135.009,0.178
The Messenger,Linkin Park,A Thousand Suns,2010-09-10,0pQZMrYNcfwZbt2Zt0pjaA,58,0.72,0.527,181893,0.209,0,7,0.116,-12.113,1,0.0283,62.663,0.362
One Step Closer - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,3s7NKMJGgF8jKE6ICuCdBR,29,4.97e-05,0.353,247067,0.979,0.000125,9,0.41,-4.464,1,0.0942,94.995,0.242
From The Inside - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,3bi2VMdDQNgWyDykSNLLh7,27,4.62e-06,0.334,204693,0.859,0.00241,1,0.693,-4.157,1,0.0428,95.101,0.189
No More Sorrow - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,5gnbNomhPByR5itgi2VSfk,26,5.97e-05,0.405,306440,0.972,3.72e-05,1,0.811,-4.874,0,0.118,132.659,0.186
Given Up - Live At Milton Keynes Amended,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,5hh8Ul5NWTepJTOMOiAAd1,27,3.06e-05,0.345,195600,0.948,6.66e-06,2,0.556,-4.732,1,0.107,200.142,0.34
Lying From You - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,2rrFzeCrNN46tR3lz1XrEm,26,8.29e-05,0.296,199413,0.949,7.48e-05,1,0.722,-5.208,1,0.149,160.001,0.431
Hands Held High - Live At Milton Keynes Amended,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,6cb3mJGrX8qTNE039sTvOX,23,0.566,0.517,86573,0.942,0,11,0.99,-10.163,1,0.882,85.109,0.555
Leave Out All The Rest - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,1fQT1prYZJoEuIMwrXZwZu,27,0.00451,0.444,203893,0.733,3.07e-06,0,0.981,-6.829,1,0.0382,79.999,0.233
Numb - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,2uLwc3YrQ3ObunxZ9h5RZY,27,2.61e-05,0.473,226120,0.776,0,9,0.965,-5.957,1,0.0387,110.023,0.0945
The Little Things Give You Away - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,6PBZ2bgMnQziDTEGNi7NI5,26,0.00108,0.432,439573,0.477,0.00156,7,0.92,-8.082,1,0.0286,139.98,0.0605
Breaking The Habit - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,2U40rVILfiRcgNpsvgGYDg,27,0.000907,0.479,264627,0.875,0,4,0.971,-6.774,0,0.0451,99.97,0.223
Shadow Of The Day - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,3Buy1BFhMJphaAzjLX1T5L,26,0.000138,0.292,256853,0.559,0.00683,11,0.854,-7.806,1,0.0297,110.093,0.115
Crawling - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,6YvGgfg6hp9m42zzHBXvdV,25,0.00104,0.273,297840,0.47,0.00264,4,0.117,-6.653,1,0.0301,104.931,0.0451
In The End - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,323tgZpxaEYsvYAFci5xrQ,28,0.000159,0.487,230413,0.854,0,3,0.685,-6.132,0,0.0519,104.943,0.252
Pushing Me Away - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,69P7dnERc1LfU8KPNaMM5k,27,0.728,0.292,198787,0.471,0,6,0.951,-7.694,1,0.0334,95.389,0.372
What I've Done - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,48sVGq1DD9GaoejrXlwlss,25,0.00203,0.3,301760,0.918,1.13e-05,7,0.99,-5.418,0,0.0903,119.978,0.22
Numb / Encore - Live At Milton Keynes Amended,Jay-Z / Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,2FS4IrTg4wZcG3OIfEOarZ,41,0.0469,0.496,181867,0.943,8.74e-05,6,0.922,-4.275,0,0.355,106.646,0.34
Jigga What / Faint - Live At Milton Keynes Amended,Jay-Z / Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,0SNt5ljVXQNrlMJd5arDFh,31,0.00732,0.446,310547,0.977,0,6,0.439,-4.675,0,0.267,134.839,0.207
Bleed It Out - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-24,3GtYklLL1uo9UHaOED7Ryr,25,3.07e-05,0.252,495000,0.955,0.000648,1,0.865,-5.06,0,0.0731,139.835,0.141
One Step Closer - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,5KrQ4ememR3tu0CvcghC37,37,4.97e-05,0.353,247067,0.979,0.000125,9,0.41,-4.464,1,0.0942,94.995,0.242
From The Inside - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,0kNBWrrqSJRFFa7Og0AE7s,36,4.62e-06,0.334,204693,0.859,0.00241,1,0.693,-4.157,1,0.0428,95.101,0.189
No More Sorrow - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,6QaSWSP0vgYskAC5wavVOW,36,5.97e-05,0.405,306440,0.972,3.72e-05,1,0.811,-4.874,0,0.118,132.659,0.186
Given Up - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,1hJ9XhIoJx3ZA0Jkd4AyTz,37,3e-05,0.533,195587,0.957,2.61e-06,2,0.589,-4.421,1,0.0752,100.008,0.312
Lying From You - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,1jDSKX57oOUIOwxUMTlhBN,35,8.29e-05,0.296,199413,0.949,7.48e-05,1,0.722,-5.208,1,0.149,160.001,0.431
Hands Held High - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,7kaV7zzQfQcBn8arDIZ5CO,33,0.513,0.5,86573,0.936,0,4,0.99,-10.052,0,0.838,89.09,0.519
Leave Out All The Rest - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,420MWw0PjwBeDBAOSL1QCL,35,0.00451,0.444,203893,0.733,3.07e-06,0,0.981,-6.829,1,0.0382,79.999,0.233
Numb - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,0ZcnedxtJyygYUGMw2dYl4,36,2.61e-05,0.473,226120,0.776,0,9,0.965,-5.957,1,0.0387,110.023,0.0945
The Little Things Give You Away - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,1XPf4kPMZmhxXViiv3CfSc,34,0.00108,0.432,439573,0.477,0.00156,7,0.92,-8.082,1,0.0286,139.98,0.0605
Breaking The Habit - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,4ochGpQdr0nAvXSsT3IS9j,35,0.000907,0.479,264627,0.875,0,4,0.971,-6.774,0,0.0451,99.97,0.223
Shadow Of The Day - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,2rKUZWzBGldWgNJTHO4nUt,34,0.000138,0.292,256853,0.559,0.00683,11,0.854,-7.806,1,0.0297,110.093,0.115
Crawling - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,0kEnNqPqouueauMS6KsXa7,34,0.00104,0.273,297840,0.47,0.00264,4,0.117,-6.653,1,0.0301,104.931,0.0451
In The End - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,08DZB5UIoQy4WpUdOevBFZ,36,0.000159,0.487,230413,0.854,0,3,0.685,-6.132,0,0.0519,104.943,0.252
Pushing Me Away - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,3K5iAzOyBIlEz9UERniPYZ,36,0.728,0.292,198787,0.471,0,6,0.951,-7.694,1,0.0334,95.389,0.372
What I've Done - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,03FlTlqfp8fNQfXrvcZFk8,34,0.00203,0.3,301760,0.918,1.13e-05,7,0.99,-5.418,0,0.0903,119.978,0.22
Numb / Encore - Live At Milton Keynes,JAY Z,Road To Revolution: Live At Milton Keynes,2008-11-21,54TSw5CeLFZu15srfUyWZ8,35,0.00494,0.47,181867,0.954,1.04e-05,6,0.556,-4.943,0,0.262,106.615,0.185
Jigga What / Faint - Live At Milton Keynes,JAY Z,Road To Revolution: Live At Milton Keynes,2008-11-21,7i5PiN1HgRiYfFI9uYrYoB,34,0.00232,0.434,310520,0.975,0,6,0.437,-4.878,0,0.19,135.113,0.203
Bleed It Out - Live At Milton Keynes,Linkin Park,Road To Revolution: Live At Milton Keynes,2008-11-21,6jLGsYXIhfmWkqf0N3cxOF,35,3.07e-05,0.252,495000,0.955,0.000648,1,0.865,-5.06,0,0.0731,139.835,0.141
Wake,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,0GkuKdv0osuL9QhfnXqVNP,50,0.0642,0.31,100920,0.175,0.813,0,0.416,-11.93,1,0.0433,125.319,0.182
Given Up,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,1fLlRApgzxWweF1JTf8yM5,68,0.00117,0.655,189293,0.885,0.000473,7,0.0448,-4.116,1,0.0438,100.088,0.938
Leave Out All The Rest,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,0sp00HSXkQyqTa6QqM0O8V,70,0.209,0.509,209307,0.629,1.99e-06,0,0.369,-6.434,1,0.0335,80.012,0.237
Bleed It Out,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,0UFDKFqW2oGspYeYqo9wjA,74,0.114,0.529,166373,0.967,0,1,0.61,-3.647,0,0.0508,140.127,0.596
Shadow Of The Day,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,0OYcEfskah1egYHjYRvbg1,68,0.00479,0.534,290360,0.393,0.0107,11,0.107,-7.813,1,0.0292,110.007,0.0641
What I've Done,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,18lR4BzEs7e3qzc0KVkTpU,78,0.0141,0.623,205613,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,0.287
Hands Held High,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,0m7mTaFGMiKI3rBJpYknip,57,0.324,0.565,233133,0.603,4.87e-05,9,0.195,-8.597,1,0.0329,104.0,0.132
No More Sorrow,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,4CWhc9FaMMfBTt4ANjfbOf,64,0.00316,0.571,221720,0.934,6.21e-06,3,0.197,-4.22,0,0.0531,132.594,0.409
Valentine's Day,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,2vfshZvISOKy2Je7wQBWOV,56,0.0252,0.654,196813,0.66,0.0371,5,0.278,-5.594,1,0.0283,108.039,0.412
In Between,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,2ysXuQd8uOfSMZcMRR5Ux4,54,0.335,0.458,196747,0.51,0.00425,10,0.105,-10.424,0,0.0409,193.948,0.275
In Pieces,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,7jeI6EdY0elPSNz80mAKS8,56,0.009,0.508,218013,0.886,2.13e-06,8,0.136,-6.074,1,0.0408,160.11,0.79
The Little Things Give You Away,Linkin Park,Minutes To Midnight (Explicit Version),2007-05-14,48QYP8a8gEqbtvjOTMSpiD,55,0.036,0.562,383507,0.479,0.000126,7,0.0562,-7.233,1,0.0278,140.051,0.113
Wake,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,3UcEVEWewecoudSytBUy8O,35,0.0642,0.31,100920,0.175,0.813,0,0.416,-11.93,1,0.0433,125.319,0.182
Given Up,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,400lQTCx3wYGgqAIHSZbNA,48,0.00117,0.655,189293,0.885,0.000473,7,0.0448,-4.116,1,0.0438,100.088,0.938
Leave Out All The Rest,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,58AS4weYlUWvGztZbKIuAU,49,0.213,0.514,209307,0.637,2.24e-06,0,0.389,-6.418,1,0.0363,80.401,0.18
Bleed It Out,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,78gsvivelCP8Kh0tSRTy8D,50,0.0747,0.542,164760,0.932,0,4,0.613,-4.896,1,0.05,140.135,0.698
Shadow Of The Day,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,4Sxx1wd4nnB8ob8Zsujwrs,48,0.00479,0.534,290360,0.393,0.0107,11,0.107,-7.813,1,0.0292,110.007,0.0641
What I've Done,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,4wfyFIRnxdIN0v4OGtXcX3,50,0.0141,0.623,205613,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,0.287
Hands Held High,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,3tIfOsDW9iRIZoBoYhpGTm,41,0.324,0.565,233133,0.603,4.87e-05,9,0.195,-8.597,1,0.0329,104.0,0.132
No More Sorrow,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,69vMDipMastHvYna7plBdS,44,0.00316,0.571,221720,0.934,6.21e-06,3,0.197,-4.22,0,0.0531,132.594,0.409
Valentine's Day,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,5AMWj2Dc7oNb4qCHb5cOad,42,0.0252,0.654,196813,0.66,0.0371,5,0.278,-5.594,1,0.0283,108.039,0.412
In Between,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,334NVjwI4vESPdvOmVZzbo,40,0.335,0.458,196747,0.51,0.00425,10,0.105,-10.424,0,0.0409,193.948,0.275
In Pieces,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,0bt6PVHT4Z4AfZLOpGtVi2,43,0.009,0.508,218013,0.886,2.13e-06,8,0.136,-6.074,1,0.0408,160.11,0.79
The Little Things Give You Away,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,6zCaXHIV60YIuDe9qJ9MOo,39,0.036,0.562,383507,0.479,0.000126,7,0.0562,-7.233,1,0.0278,140.051,0.113
Faint - Live Circuit City Bonus Track,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,0KipVgZ87uuiO0sMPkMr7z,36,0.00891,0.498,164280,0.936,0.0106,9,0.0468,-4.64,1,0.0872,135.102,0.531
What I've Done - Live Circuit City Bonus Track,Linkin Park,Minutes To Midnight (Circuit City DMD),2007-05-14,3oTmh37Y8fDiljWQmvarYo,35,0.00232,0.617,204533,0.839,2.49e-05,5,0.141,-5.175,1,0.0303,120.073,0.528
Somewhere I Belong - Live in Texas,Linkin Park,Live In Texas,2003-11-18,4Rjno6UjKLUqV5urrYv5vd,46,0.000282,0.343,217773,0.963,1.76e-06,10,0.963,-4.953,0,0.143,162.183,0.407
Lying From You - Live In Texas,Linkin Park,Live In Texas,2003-11-18,6ZkF1AuUvtemYPLXlPzEnq,46,0.00462,0.4,187493,0.986,0,6,0.935,-4.255,1,0.307,160.302,0.511
Papercut - Live In Texas,Linkin Park,Live In Texas,2003-11-18,385S3ZESpXcOfPFJJDD0h3,46,0.00148,0.445,186160,0.997,0,1,0.791,-3.907,0,0.346,149.956,0.318
Points Of Authority - Live In Texas,Linkin Park,Live In Texas,2003-11-18,1uYnCSJydGbT9y4pJLh0Xr,45,0.00691,0.544,205133,0.982,1.14e-06,11,0.47,-3.985,1,0.0785,95.639,0.401
Runaway - Live In Texas,Linkin Park,Live In Texas,2003-11-18,1jKyCk4THQMjHEBI3bqlnj,44,0.0099,0.604,191667,0.97,4.16e-06,11,0.969,-3.461,0,0.0959,109.944,0.486
Faint - Live In Texas,Linkin Park,Live In Texas,2003-11-18,6wU578qNnCLbyla0t2REJp,45,0.0193,0.544,167040,0.986,0,9,0.963,-3.334,1,0.192,135.122,0.345
From The Inside - Live In Texas,Linkin Park,Live In Texas,2003-11-18,5Lm4Pr2RSoQOA2jnkRRaTx,44,0.00026,0.457,185067,0.965,0.413,1,0.977,-5.049,0,0.0815,95.0,0.444
P5hng Me A*wy - Live In Texas,Linkin Park,Live In Texas,2003-11-18,56m8TI5KePQ0ZA9dR8zmNJ,44,0.0271,0.527,305253,0.858,0.0106,8,0.959,-5.495,1,0.0429,102.995,0.291
Numb - Live In Texas,Linkin Park,Live In Texas,2003-11-18,7CTwzCHZ6HnsUwOx10kwpw,44,0.000128,0.54,186773,0.874,0.00786,6,0.973,-5.442,0,0.0335,109.957,0.178
Crawling - Live In Texas,Linkin Park,Live In Texas,2003-11-18,4QjRMKFiNIQBGOa7z7aavJ,44,0.0314,0.329,213853,0.789,0.00241,4,0.985,-5.47,1,0.0645,209.998,0.199
In The End - Live In Texas,Linkin Park,Live In Texas,2003-11-18,0mxJfakzlfWuidWSJcfcr4,45,0.00175,0.479,211760,0.968,0.0139,3,0.537,-5.562,0,0.103,105.033,0.281
One Step Closer - Live In Texas,Linkin Park,Live In Texas,2003-11-18,3NixJL6maKw7OxnfDOb4o9,45,0.00189,0.281,253120,0.972,2.55e-06,1,0.973,-5.653,0,0.263,94.901,0.39
Foreword,Linkin Park,Meteora (Bonus Track Version),2003-03-24,6XIo5wBODGRWwFhifFKKT0,1,0.117,0,13440,0.302,0.989,10,0.0938,-16.309,0,0,0,0
Don't Stay,Linkin Park,Meteora (Bonus Track Version),2003-03-24,2yss0n7KmvmSr4EHvjfFpn,63,0.00153,0.488,187933,0.995,0,1,0.911,-3.096,0,0.108,90.058,0.679
Somewhere I Belong,Linkin Park,Meteora (Bonus Track Version),2003-03-24,3fjmSxt0PskST13CSdBUFx,70,0.00038,0.451,213933,0.951,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,0.442
Lying From You,Linkin Park,Meteora (Bonus Track Version),2003-03-24,4qVR3CF8FuFvHN4L6vXlB1,64,0.00777,0.535,175373,0.951,0,3,0.0669,-3.324,0,0.18,160.102,0.723
Hit The Floor,Linkin Park,Meteora (Bonus Track Version),2003-03-24,4wHktoSf6C0C0fAO8IIWqs,56,0.0629,0.74,164213,0.959,0,9,0.0444,-3.692,1,0.193,150.007,0.878
Easier To Run,Linkin Park,Meteora (Bonus Track Version),2003-03-24,32fEW4jygJjjnZh2iBa5IR,56,0.0624,0.545,204173,0.861,0,3,0.131,-4.819,0,0.034,105.017,0.279
Faint,Linkin Park,Meteora (Bonus Track Version),2003-03-24,7AB0cUXnzuSlAnyHOqmrZr,69,0.111,0.554,162600,0.978,0,4,0.0731,-3.554,1,0.131,135.095,0.594
Figure.09,Linkin Park,Meteora (Bonus Track Version),2003-03-24,0rPTPahzhGx9LSzI8XX5OM,58,0.00919,0.518,197507,0.951,0,9,0.148,-3.198,1,0.0529,98.068,0.537
Breaking The Habit,Linkin Park,Meteora (Bonus Track Version),2003-03-24,3dxiWIBVJRlqh9xk144rf4,68,0.108,0.579,196907,0.849,0,4,0.0909,-5.218,0,0.0303,100.021,0.581
From The Inside,Linkin Park,Meteora (Bonus Track Version),2003-03-24,697M5JB8FDIyRXEXgl1pBZ,65,0.042,0.466,173933,0.965,0,1,0.101,-2.597,0,0.0904,95.028,0.453
Nobody's Listening,Linkin Park,Meteora (Bonus Track Version),2003-03-24,1EU3VuKGZOvd1HTkxLPUXK,55,0.105,0.502,178867,0.831,1.3e-06,2,0.174,-3.723,1,0.295,199.972,0.451
Session,Linkin Park,Meteora (Bonus Track Version),2003-03-24,00VKR5XH5jid1AgUdFz4bs,53,0.0336,0.562,143800,0.936,0.727,10,0.537,-7.8,1,0.0617,98.039,0.235
Numb,Linkin Park,Meteora (Bonus Track Version),2003-03-24,1y1sChqjzdNWzwdHQADMrR,68,0.0046,0.496,185587,0.863,0,9,0.639,-4.153,1,0.0381,110.018,0.243
Lying From You - Live LP Underground Tour 2003,Linkin Park,Meteora (Bonus Track Version),2003-03-24,2iRSl0OHGu6dszXk7qTQnt,49,0.00853,0.396,184493,0.974,0,6,0.968,-3.708,1,0.142,160.057,0.65
From The Inside - Live LP Underground Tour 2003,Linkin Park,Meteora (Bonus Track Version),2003-03-24,3G1DSRBTgxytBpYqkscT2q,47,0.000993,0.44,175960,0.961,0.000102,1,0.409,-4.467,0,0.0787,95.035,0.542
Easier To Run - Live LP Underground Tour 2003,Linkin Park,Meteora (Bonus Track Version),2003-03-24,52ajPhs8jo0XjmQE8WjaJu,46,0.0714,0.499,202467,0.92,0,3,0.116,-4.723,0,0.0589,105.018,0.315
Foreword,Linkin Park,Meteora,2003-03-24,4hbpxoMCp62bd1sdy7XehS,1,0.117,0,13440,0.302,0.989,10,0.0938,-16.309,0,0,0,0
Don't Stay,Linkin Park,Meteora,2003-03-24,6HZdbb05lEXLvcmee3ZXO2,54,0.00153,0.488,187933,0.995,0,1,0.911,-3.096,0,0.108,90.058,0.679
Somewhere I Belong,Linkin Park,Meteora,2003-03-24,3agtg0x11wPvLIWkYR39nZ,66,0.00038,0.451,213933,0.951,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,0.442
Lying From You,Linkin Park,Meteora,2003-03-24,4zP2e2aIzOZGEFTq1MDJmm,54,0.00777,0.535,175373,0.951,0,3,0.0669,-3.324,0,0.18,160.102,0.723
Hit The Floor,Linkin Park,Meteora,2003-03-24,3R9NKZ4jmxNjOFihSF5s7f,53,0.0629,0.74,164213,0.959,0,9,0.0444,-3.692,1,0.193,150.007,0.878
Easier To Run,Linkin Park,Meteora,2003-03-24,17bgialGAwoiGj1STY4cnR,52,0.0624,0.545,204173,0.861,0,3,0.131,-4.819,0,0.034,105.017,0.279
Faint,Linkin Park,Meteora,2003-03-24,4Yf5bqU3NK4kNOypcrLYwU,69,0.111,0.554,162600,0.978,0,4,0.0731,-3.554,1,0.131,135.095,0.594
Figure.09,Linkin Park,Meteora,2003-03-24,2DrMcGNKEY0FZqjMovGaCm,53,0.00919,0.518,197507,0.951,0,9,0.148,-3.198,1,0.0529,98.068,0.537
